NO2_level,SO2_level,CO_level,O3_level,PM2.5,PM10,pH_soil,heavy_metals,temperature,humidity
32.483570765056164,27.051748804449993,10.569947578839898,56.950364847195885,39.883202039582265,54.170917668203515,7.271054976283938,195.94811581500318,20.944566857373214,55.371846376038235
29.308678494144075,22.132571338401945,9.516043602050356,56.831328973722044,34.507735680287475,60.754659223715436,7.503046444079562,156.48340175698414,18.541519236005318,70.4936462271522
33.23844269050346,28.454945239361283,11.156768316657367,52.0420883014156,33.22952864495369,57.87709726594193,7.530751788318199,180.0748975378777,16.757241037707914,35.97896336403553
37.61514928204013,33.05188703504533,12.666428112706065,57.66019374392882,39.28683791329255,67.96710587996333,7.104183115296571,190.54578374861433,20.350751191582138,65.99675015389518
28.829233126383322,26.479547084293955,9.369056423151168,50.71821640562266,36.495606185588,49.28919366504293,7.012031262905731,180.1421960278542,14.867393703754699,53.60986252335478
28.8293152152541,21.375917675719023,9.761388411914345,53.72474006228298,35.071490177890766,62.49668227617907,6.796263474600591,171.75426707798078,10.59062674386141,45.716846144838016
37.896064077536955,27.979563893035973,12.238690709436721,73.5875600038775,37.9165295562827,72.36194758553835,6.889180538083319,188.912727232176,14.184665180281181,39.60453115246951
33.837173645764544,29.452409121255517,11.053727016976424,55.93967834765028,33.361493854342,49.72987205403499,6.224407141835734,108.1794255583726,11.275486775967755,52.47105270424579
27.65262807032524,22.410975103925058,9.177309636249797,82.12010774682922,33.68624678303591,61.97523563816067,6.090900558288847,174.4665119735066,11.624108625128091,63.40444680668055
32.712800217929825,27.244038965257367,10.641041911442985,67.03166329421904,35.808136287023146,71.49264309986393,6.498312771294524,151.90161405039674,14.277406646422412,51.58580547301345
27.682911535937688,25.390723874827515,9.31457778637027,62.55185360393406,34.29532658164581,50.91055094431794,6.414907688737536,127.53641895024623,11.037900395000193,69.59259910497337
27.671351232148716,21.98181467291819,9.135215346362408,54.201678251409774,33.508326144335136,71.07795257036803,6.273385975336362,172.95791174386324,13.460192351804798,38.75814692358201
31.20981135783017,25.485854966791486,10.417034772505017,68.086403578404,36.87454496065611,64.78000101604343,6.848193723728357,195.95510814054273,5.531926665231072,57.11314718892392
20.43359877671101,13.73426470821736,7.120032011123475,53.568336900782214,25.6544536313449,49.36843615338884,6.977652604285256,167.02755575029872,16.066468536864694,39.44283128743646
21.375410837434835,18.638930136048838,7.364833641857169,59.526242852136825,31.77742869936388,54.572404042600446,6.544203443145924,184.499525375518,15.00602737681112,56.13330513784412
27.188562353795135,23.08914487411125,8.97505597373022,81.35610124766842,31.905936226354278,62.94028203530865,7.238765040527631,204.63321556504923,10.914556844659046,63.41159547864348
24.93584439832788,19.97235583523424,8.365399053384698,59.20585856153396,36.187289256872525,57.9871288187164,5.929155442933247,185.58984350101343,18.296228342162024,46.64426789210845
31.571236662976368,29.050440939351454,10.62244924405806,71.82268127547596,31.875178543517116,65.87115761120803,6.403170270360141,196.83099329102927,19.68785068813279,24.113936089662264
25.459879622393945,19.86965705527571,8.738147324243059,54.55854044795048,35.483819182932116,51.377200584120196,6.141588839698597,176.2584382184238,6.9622006781551296,58.50838112888738
22.938481493323543,20.589151773267805,7.686033399037353,58.89548467335373,29.35682124638207,57.242462813579024,5.56673169146347,157.17598969266655,11.186376107168929,58.77419746375063
37.32824384460777,28.925603076876065,12.218339614468176,79.09770262292719,35.44269229592132,56.23376921289058,6.45865965707865,132.54728033284312,11.154288251063509,58.46580342408523
28.871118497567323,27.318105826915893,9.811612973944555,56.5327109367248,30.87101359637743,59.43120051885622,6.4391262458083585,159.47001269548463,10.300484494455677,67.20757967099371
30.33764102343962,22.29709620936093,9.76741125080761,76.63464487335128,32.24154268948081,54.908995226154204,7.256724871621065,155.70231680988684,19.147374209658743,39.71577609868014
22.87625906893272,23.76445703877628,7.971549759155803,64.81251911121689,29.99825328056538,50.86467175012454,6.815405842277388,211.57291277273018,14.030869306135983,59.7867264014365
27.278086377374088,23.659509310726218,9.050901161423056,56.411500343795495,32.93535829053095,67.74731269063493,5.987906587835398,156.36134962970723,13.677425793446947,65.08636222805627
30.55461294854933,23.31428917217876,10.28050361828343,67.2811070918639,31.61166775731386,69.02739990814442,7.427046283167094,176.73455896736067,4.980688177966233,39.72378007095172
24.245032112888488,23.046723004970787,8.120857802558042,67.47844844216924,29.473955490950143,61.23548932537217,7.110516847762677,182.13487599843612,18.17709015104613,54.10797318366671
31.87849009172836,26.337364437011118,10.202570607385605,67.72587573442891,40.55390513087261,54.6687537115018,6.791048851734308,168.78253744479215,8.803708025732638,50.55634767705697
26.996806550405974,22.297969520885395,8.77353347754516,48.236924861038744,36.38071344054572,56.68290543742057,6.386757950575084,197.76860031436587,15.299663151331641,51.53494169331772
28.541531251033618,24.410369795496848,9.572076364642362,55.5995150938145,33.43388975964227,68.47075577557781,6.02028038163826,147.74981658169355,16.386884689790957,55.28332249048788
26.991466938853016,22.725106275702988,9.1493845820002,58.81643769112917,31.308890597816408,59.88604525267644,6.3138966119644735,167.0311152243896,21.803292979193255,44.22606786926785
39.26139092254469,29.85773015177484,12.597553951742526,65.1090889362175,38.9169285336816,83.71828042565315,7.044374309852093,155.59433138455995,8.455898004404439,49.01497020618166
29.93251387631033,26.29051828719726,10.107472654648575,66.93838233092956,34.80006224397745,63.70598458917783,7.442293152967305,148.02248130525894,-0.09756077910412664,60.39030456443231
24.711445355220498,25.52775630990095,8.081129594112356,61.306186149554236,26.75848951753708,58.64235556408457,7.2716217641360945,160.48083582325523,15.919247723768475,41.16791674948773
34.11272456051594,24.580731282604273,11.22060140842532,52.96233495452557,34.69550512403953,61.715091942943644,6.255575289106863,161.81501695010041,24.002555907554267,37.14047075737101
23.895781750144888,26.213957624384975,7.926531285090975,62.59989550810566,24.331716828454162,57.6618335585774,5.940191283355494,150.81586834320973,21.19473176469719,56.19636694721643
31.044317975023777,21.617983388466882,10.1829281709467,67.3024131522801,34.82426015283011,60.663733727852836,6.570443123455602,151.8560116370789,16.048297076373128,40.487911110226875
20.201649380601122,19.797254500229393,7.06997454844362,62.558983335688765,29.062577447468897,59.09791530324091,5.615780317218574,128.03145389874908,12.541819071839763,60.39221547317223
23.359069755507846,22.856169290723077,7.8356382535955635,67.98987370664011,27.565882466406585,63.04826504641758,6.661583857092391,164.95372711835,19.035612983186553,55.10810643694623
30.984306179345616,26.054136825142873,10.21838074495772,69.06509970812948,38.31254399747746,56.18708810198629,6.426198706850665,134.16757958788662,10.132269001477656,37.67579821135521
33.69233289997705,25.600767410347338,11.308958431836004,67.15037379381832,31.538102750979206,54.26600235507949,6.266981749065879,177.87093676445085,17.381788846781095,44.533459053252905
30.85684140594985,25.012176202260378,10.141674047880326,61.781410870710765,29.12098020294045,48.74635137244182,5.702648466366602,158.6752797223561,17.527350795833133,63.177418632557156
29.421758588058797,23.724877424711735,9.993665998830668,48.481015967095594,33.3264106085152,64.15117030002897,6.756800053284858,138.41697054354998,20.3010495374944,40.03781991985598
28.494481522053555,23.068511247138353,9.322403085684542,64.8347383618821,35.237983821068596,52.222570822220376,6.233649580169044,156.15231426069317,28.798300194555388,40.956807279628435
22.607390048162863,23.00289921812348,7.888177850031915,60.70445751657004,33.616217103271325,40.75493888304662,5.915041582144856,144.1072877096369,16.962079835893835,56.13956901457205
26.400778958026457,23.914420450943325,9.208547411539517,62.73294228077357,29.463814586209054,61.20059550233526,5.063868893359175,157.02217914197536,12.455181871462507,61.6063141570947
27.696806145201062,22.462583882079223,8.814712943534861,50.864733851517954,34.85412618741452,76.83876092367028,6.486242547474681,191.6714343952097,14.872128439040027,50.04854692003503
35.285611131094576,29.44200531641379,11.426304288234277,55.46579212917173,36.05584127015462,64.65743141098694,7.386125798334872,136.35780859043382,6.15462047555441,50.94758781530638
31.71809144784231,26.473644765674372,10.630841859788799,71.11245940580015,33.51297296888292,68.07209943465111,7.330629607273935,175.6068176556877,11.526434344554708,68.46048144470772
21.18479922318633,22.218123849271088,7.314830689747301,58.15747845842129,30.361859346371816,55.40216496606338,6.271451871706864,159.51186280573583,12.953587809434481,70.91220273325855
31.620419846973974,27.06946760733421,10.560355128766453,68.10017351777059,35.92922054342464,61.44206632054378,6.1988939698191095,175.4157412272004,12.379558010327038,63.59880150265444
28.074588597918417,22.379304277115065,9.30157954203236,61.45638244821106,27.115576687798303,66.08574739945726,6.734387128037512,171.6078038451289,15.76177436016861,52.972294245565934
26.615389998470206,22.187332918841165,9.00193495703564,60.88420511535405,35.39885504825981,56.59885118960858,6.000807280405854,144.96868616928217,10.887900338088997,46.47339261454624
