data,Id_punktu,pm25
2024-01-01 00:01:52,1,20.718715802406493
2024-01-01 00:02:22,1,14.92285115200832
2024-01-01 00:03:54,1,7.945185551276861
2024-01-01 00:05:47,1,15.53598287518286
2024-01-01 00:06:18,1,19.16547619529872
2024-01-01 00:06:29,1,18.5899730617175
2024-01-01 00:06:59,1,18.111109133059916
2024-01-01 00:07:50,1,50.72207086396655
2024-01-01 00:08:14,1,69.65648768921554
2024-01-01 00:09:14,1,52.74223699513465
2024-01-01 00:11:11,1,80.59488031037793
2024-01-01 00:11:23,1,58.94233021879601
2024-01-01 00:13:13,1,43.490064225776976
2024-01-01 00:14:01,1,58.75698018345672
2024-01-01 00:14:28,1,48.99746149894088
2024-01-01 00:15:30,1,64.47439821046639
2024-01-01 00:15:41,1,48.98293387770603
2024-01-01 00:17:01,1,73.52278184508938
2024-01-01 00:17:54,1,49.66351196157513
2024-01-01 00:19:21,1,54.94472137679874
2024-01-01 00:20:51,1,63.225449121031886
2024-01-01 00:21:02,1,42.791563500289776
2024-01-01 00:21:17,1,58.229997972782975
2024-01-01 00:22:59,1,41.06583059127296
2024-01-01 00:24:11,1,53.23714338074241
2024-01-01 00:25:34,1,67.00892771949529
2024-01-01 00:26:45,1,56.726937065255115
2024-01-01 00:27:09,1,58.24198767552732
2024-01-01 00:28:30,1,21.927660622491224
2024-01-01 00:29:41,1,31.280050456360215
2024-01-01 00:31:10,1,29.703731670515232
2024-01-01 00:32:48,1,23.354925935086847
2024-01-01 00:34:46,1,20.910613973565198
2024-01-01 00:35:30,1,22.438742297966787
2024-01-01 00:35:44,1,21.31142256809531
2024-01-01 00:37:06,1,19.205610812935646
2024-01-01 00:37:49,1,25.344706427161963
2024-01-01 00:38:35,1,12.380508327299816
2024-01-01 00:40:28,1,7.777884890900426
2024-01-01 00:41:24,1,23.347404430984653
2024-01-01 00:41:34,1,14.101490596700607
2024-01-01 00:42:10,1,13.780518198280372
2024-01-01 00:42:34,1,11.096414878638738
2024-01-01 00:44:19,1,16.595968542366233
2024-01-01 00:45:20,1,14.089760868500804
2024-01-01 00:47:12,1,20.11971534895467
2024-01-01 00:48:04,1,18.678769147382432
2024-01-01 00:49:39,1,21.040448310004805
2024-01-01 00:50:30,1,22.57701058851037
2024-01-01 00:51:07,1,19.643755548298422
2024-01-01 00:52:40,1,24.859310667748883
2024-01-01 00:54:21,1,18.877766469774162
2024-01-01 00:55:32,1,16.039459234339212
2024-01-01 00:56:58,1,10.682425259339407
2024-01-01 00:58:50,1,11.450246563937629
2024-01-01 01:00:36,1,32.71831708240642
2024-01-01 01:01:29,1,15.584386606243534
2024-01-01 01:03:06,1,15.150858258007982
2024-01-01 01:04:17,1,8.406143923504793
2024-01-01 01:05:22,1,54.73486124550783
2024-01-01 01:05:33,1,48.40817697563522
2024-01-01 01:07:23,1,55.039373044314026
2024-01-01 01:09:08,1,53.076390352188774
2024-01-01 01:09:19,1,58.015473423336125
2024-01-01 01:10:21,1,58.39820964186644
2024-01-01 01:11:02,1,54.92619850055427
2024-01-01 01:12:19,1,52.856755167438074
2024-01-01 01:12:45,1,48.10805789535755
2024-01-01 01:13:32,1,69.02794310936099
2024-01-01 01:14:51,1,40.98148937207719
2024-01-01 01:16:26,1,46.19359181470231
2024-01-01 01:18:12,1,55.76894948584572
2024-01-01 01:19:34,1,45.09463674869312
2024-01-01 01:21:16,1,49.33702270397228
2024-01-01 01:21:28,1,72.06604953678462
2024-01-01 01:21:56,1,63.735894156353794
2024-01-01 01:23:35,1,39.493365689338674
2024-01-01 01:25:20,1,55.68562974806027
2024-01-01 01:26:40,1,20.681680161910325
2024-01-01 01:27:28,1,13.426545343693613
2024-01-01 01:27:38,1,13.81209304118443
2024-01-01 01:28:18,1,21.385930327910497
2024-01-01 01:30:06,1,9.447352107374845
2024-01-01 01:30:16,1,18.594892459479926
2024-01-01 01:30:37,1,17.265273035398135
2024-01-01 01:32:31,1,18.9031148687011
2024-01-01 01:33:28,1,16.572553495068348
2024-01-01 01:34:10,1,23.32646234422975
2024-01-01 01:35:34,1,21.265241555248803
2024-01-01 01:37:22,1,23.513437327313557
2024-01-01 01:39:00,1,27.328872555723784
2024-01-01 01:40:29,1,20.36916460455894
2024-01-01 01:42:18,1,14.244102876680358
2024-01-01 01:42:47,1,12.34785973439735
2024-01-01 01:43:04,1,22.11030079997245
2024-01-01 01:44:29,1,27.483964913269737
2024-01-01 01:46:04,1,22.393367740954478
2024-01-01 01:46:40,1,16.802027459030953
2024-01-01 01:47:10,1,16.67671583381022
2024-01-01 01:48:28,1,31.600845832948096
2024-01-01 01:49:25,1,18.209900322350116
2024-01-01 01:49:51,1,17.31364091451092
2024-01-01 01:50:30,1,16.882686073370746
2024-01-01 01:52:24,1,21.57000247046046
2024-01-01 01:54:06,1,15.737688838276654
2024-01-01 01:55:40,1,21.88524897451804
2024-01-01 01:56:22,1,19.07046872065102
2024-01-01 01:58:06,1,11.77130610644006
2024-01-01 01:59:22,1,19.154768614725665
2024-01-01 02:00:57,1,13.955315543048194
2024-01-01 02:01:33,1,22.41418830254695
2024-01-01 02:01:51,1,15.75347806952109
2024-01-01 02:02:48,1,14.665283125217437
2024-01-01 02:03:47,1,9.540908718748485
2024-01-01 02:04:09,1,15.220275511126912
2024-01-01 02:05:45,1,53.72265171536114
2024-01-01 02:07:00,1,73.89547656126584
2024-01-01 02:08:00,1,48.24195265778603
2024-01-01 02:08:34,1,56.49833716339598
2024-01-01 02:09:32,1,56.40907368071322
2024-01-01 02:10:33,1,35.08462213468586
2024-01-01 02:10:50,1,59.26025866834002
2024-01-01 02:11:52,1,24.051993165683193
2024-01-01 02:13:37,1,17.243820172538854
2024-01-01 02:14:33,1,17.46402762419437
2024-01-01 02:15:01,1,15.56891357123438
2024-01-01 02:16:05,1,26.906455385131835
2024-01-01 02:16:15,1,14.612921661426217
2024-01-01 02:16:25,1,16.40322461092611
2024-01-01 02:18:03,1,16.976917472612058
2024-01-01 02:18:13,1,19.886481327302047
2024-01-01 02:18:44,1,26.25675493239745
2024-01-01 02:20:00,1,24.334555745933113
